-2.9598e-05,-3.2081e-05,-3.2003e-05,-3.1998e-05,-3.2179e-05,-2.5602e-05,-2.6662e-05,-2.6182e-05,-2.6226e-05,-2.6425e-05,-2.1903e-05,-2.1137e-05,-2.1212e-05,-2.1251e-05,-2.1464e-05,-1.4011e-05,-1.3932e-05,-1.4121e-05,-1.4137e-05,-1.4061e-05,-8.383e-06,-8.725e-06,-8.7776e-06,-8.7886e-06,-8.7656e-06,-5.7913e-06,-5.2133e-06,-5.1901e-06,-5.2505e-06,-5.2257e-06
-5.9264e-05,-6.3986e-05,-6.434e-05,-6.4241e-05,-6.4382e-05,-5.0458e-05,-5.315e-05,-5.2664e-05,-5.2627e-05,-5.3007e-05,-4.3677e-05,-4.2257e-05,-4.2448e-05,-4.2505e-05,-4.2906e-05,-2.8382e-05,-2.7821e-05,-2.8241e-05,-2.8284e-05,-2.8091e-05,-1.6825e-05,-1.7446e-05,-1.7466e-05,-1.7518e-05,-1.7555e-05,-1.1249e-05,-1.0402e-05,-1.0382e-05,-1.0448e-05,-1.0482e-05
-8.9688e-05,-9.6083e-05,-9.6276e-05,-9.6144e-05,-9.6346e-05,-7.2665e-05,-7.9786e-05,-7.9063e-05,-7.8948e-05,-7.9493e-05,-6.4858e-05,-6.3427e-05,-6.3686e-05,-6.3762e-05,-6.4281e-05,-4.2933e-05,-4.1735e-05,-4.2317e-05,-4.2386e-05,-4.2132e-05,-2.5257e-05,-2.6106e-05,-2.6235e-05,-2.6291e-05,-2.6322e-05,-1.6765e-05,-1.5574e-05,-1.56e-05,-1.5632e-05,-1.5761e-05
-0.00012068,-0.0001283,-0.00012887,-0.00012848,-0.00012843,-9.2949e-05,-0.00010645,-0.00010551,-0.00010524,-0.00010595,-8.5685e-05,-8.4587e-05,-8.4901e-05,-8.5009e-05,-8.5658e-05,-5.6598e-05,-5.571e-05,-5.6436e-05,-5.6512e-05,-5.6208e-05,-3.4056e-05,-3.4869e-05,-3.5166e-05,-3.5155e-05,-3.5109e-05,-2.2176e-05,-2.0727e-05,-2.084e-05,-2.0825e-05,-2.1026e-05
-0.00015097,-0.00016062,-0.00016123,-0.00016059,-0.00016056,-0.00011142,-0.00013352,-0.00013192,-0.00013159,-0.00013248,-0.00010628,-0.00010583,-0.00010608,-0.00010626,-0.00010704,-6.9831e-05,-6.9734e-05,-7.0457e-05,-7.0595e-05,-7.0282e-05,-4.2844e-05,-4.3731e-05,-4.4057e-05,-4.398e-05,-4.3953e-05,-2.7278e-05,-2.588e-05,-2.6059e-05,-2.6046e-05,-2.6259e-05
-0.00018295,-0.00019293,-0.0001931,-0.00019236,-0.00019266,-0.0001306,-0.00016074,-0.00015817,-0.00015786,-0.00015907,-0.00012671,-0.00012717,-0.00012727,-0.00012753,-0.00012847,-8.3243e-05,-8.3921e-05,-8.4379e-05,-8.465e-05,-8.4391e-05,-5.1386e-05,-5.2565e-05,-5.2892e-05,-5.2792e-05,-5.2822e-05,-3.2171e-05,-3.1059e-05,-3.1246e-05,-3.1249e-05,-3.1517e-05
-0.00021541,-0.00022493,-0.00022562,-0.00022471,-0.00022485,-0.00015245,-0.00018786,-0.00018452,-0.00018425,-0.00018557,-0.00014704,-0.00014856,-0.00014845,-0.00014881,-0.00014997,-9.6645e-05,-9.8145e-05,-9.8244e-05,-9.8632e-05,-9.8478e-05,-5.9649e-05,-6.1353e-05,-6.1746e-05,-6.1681e-05,-6.169e-05,-3.6954e-05,-3.6238e-05,-3.6418e-05,-3.6421e-05,-3.6781e-05
-0.00024618,-0.00025672,-0.00025841,-0.00025729,-0.00025731,-0.00017618,-0.00021494,-0.00021112,-0.0002109,-0.00021234,-0.0001677,-0.00016995,-0.0001697,-0.00017013,-0.00017154,-0.00011018,-0.00011234,-0.0001122,-0.00011269,-0.00011262,-6.8163e-05,-7.0031e-05,-7.065e-05,-7.0568e-05,-7.0512e-05,-4.1676e-05,-4.1444e-05,-4.1619e-05,-4.1644e-05,-4.2013e-05
-0.00027736,-0.00028863,-0.00029117,-0.00028991,-0.00028995,-0.00020097,-0.000242,-0.00023782,-0.00023765,-0.00023899,-0.00018852,-0.00019118,-0.00019099,-0.00019148,-0.00019311,-0.00012353,-0.00012655,-0.00012618,-0.00012673,-0.00012689,-7.6979e-05,-7.8601e-05,-7.9605e-05,-7.9482e-05,-7.9255e-05,-4.6682e-05,-4.6677e-05,-4.686e-05,-4.6904e-05,-4.7282e-05
-0.00030771,-0.00032072,-0.00032368,-0.00032246,-0.00032261,-0.00022566,-0.00026903,-0.00026459,-0.0002645,-0.00026595,-0.0002095,-0.00021236,-0.00021231,-0.00021284,-0.00021468,-0.00013716,-0.0001407,-0.00014023,-0.00014084,-0.00014119,-8.6055e-05,-8.7231e-05,-8.8479e-05,-8.8356e-05,-8.8046e-05,-5.1863e-05,-5.1898e-05,-5.2156e-05,-5.2216e-05,-5.253e-05
