z	10 mm Bz	10 mm Br	28 mm Bz	28 mm Br	48 mm Bz	48 mm Br	68 mm Bz	68 mm Br	88 mm Bz	88 mm Br
-1850.7	-1.3932e-05	9.7783e-05	-1.4121e-05	0.00017109	-1.4137e-05	0.00023804	-1.4061e-05	0.00031374	-8.383e-06	2.2375e-05
-1849.8	-2.7821e-05	9.7488e-05	-2.8241e-05	0.00017108	-2.8284e-05	0.00023826	-2.8091e-05	0.00031305	-1.6825e-05	2.2533e-05
-1848.9	-4.1735e-05	9.7653e-05	-4.2317e-05	0.00017054	-4.2386e-05	0.00023748	-4.2132e-05	0.00031328	-2.5257e-05	2.2504e-05
-1848.0	-5.571e-05	9.8086e-05	-5.6436e-05	0.00017107	-5.6512e-05	0.0002378	-5.6208e-05	0.00031409	-3.4056e-05	2.3486e-05
-1847.1	-6.9734e-05	9.8433e-05	-7.0457e-05	0.00016988	-7.0595e-05	0.00023736	-7.0282e-05	0.00031402	-4.2844e-05	2.3456e-05
-1846.3	-8.3921e-05	9.9576e-05	-8.4379e-05	0.00016868	-8.465e-05	0.00023723	-8.4391e-05	0.0003148	-5.1386e-05	2.2798e-05
-1845.4	-9.8145e-05	9.9838e-05	-9.8244e-05	0.00016799	-9.8632e-05	0.00023592	-9.8478e-05	0.00031433	-5.9649e-05	2.2054e-05
-1844.5	-0.00011234	9.9617e-05	-0.0001122	0.0001691	-0.00011269	0.00023716	-0.00011262	0.00031562	-6.8163e-05	2.2726e-05
-1843.6	-0.00012655	9.9715e-05	-0.00012618	0.00016938	-0.00012673	0.00023657	-0.00012689	0.00031832	-7.6979e-05	2.3531e-05
-1842.7	-0.0001407	9.935e-05	-0.00014023	0.00017022	-0.00014084	0.00023782	-0.00014119	0.00031901	-8.6055e-05	2.4224e-05
-1841.8	-0.00015476	9.865e-05	-0.00015434	0.00017101	-0.00015502	0.00023901	-0.00015549	0.00031909	-9.5178e-05	2.435e-05
-1840.9	-0.00016885	9.8949e-05	-0.00016856	0.00017222	-0.00016927	0.00023999	-0.00016979	0.00031905	-0.00010423	2.4165e-05
-1840.0	-0.00018292	9.87e-05	-0.00018277	0.00017217	-0.00018351	0.00023983	-0.00018405	0.00031826	-0.00011317	2.3851e-05
-1839.1	-0.00019707	9.9359e-05	-0.00019699	0.00017233	-0.00019778	0.00024041	-0.0001983	0.00031789	-0.00012176	2.2924e-05
-1838.2	-0.00021126	9.9607e-05	-0.00021121	0.00017226	-0.00021205	0.00024059	-0.00021253	0.0003176	-0.00013019	2.2513e-05
-1837.3	-0.00022549	9.9859e-05	-0.00022533	0.00017105	-0.00022624	0.0002392	-0.00022673	0.00031666	-0.00013899	2.3494e-05
-1836.4	-0.0002397	9.9747e-05	-0.00023942	0.0001708	-0.00024043	0.00023925	-0.00024095	0.00031742	-0.0001476	2.297e-05
-1835.5	-0.0002539	9.9678e-05	-0.00025349	0.00017039	-0.00025461	0.00023915	-0.00025511	0.00031591	-0.00015572	2.1667e-05
-1834.6	-0.00026808	9.9484e-05	-0.00026756	0.00017048	-0.00026879	0.00023925	-0.00026927	0.00031588	-0.00016338	2.0444e-05
-1833.7	-0.00028229	9.9775e-05	-0.00028168	0.00017114	-0.00028302	0.00024001	-0.00028348	0.00031705	-0.00017109	2.0581e-05
-1832.8	-0.00029656	0.00010012	-0.00029587	0.00017185	-0.00029726	0.00024012	-0.00029773	0.000318	-0.00017915	2.1513e-05
-1831.9	-0.00031082	0.0001001	-0.0003102	0.00017369	-0.00031164	0.00024223	-0.00031202	0.00031885	-0.00018777	2.3008e-05
-1831.0	-0.00032509	0.00010011	-0.0003246	0.00017447	-0.00032605	0.00024257	-0.00032636	0.00032001	-0.00019693	2.444e-05
-1830.1	-0.00033937	0.00010027	-0.000339	0.0001745	-0.00034044	0.00024205	-0.0003407	0.00031984	-0.0002059	2.3944e-05
-1829.2	-0.00035367	0.00010039	-0.00035341	0.00017455	-0.00035483	0.0002421	-0.00035502	0.00031967	-0.00021462	2.3282e-05
-1828.3	-0.00036798	0.0001004	-0.00036767	0.00017277	-0.0003691	0.00024036	-0.00036934	0.00031948	-0.00022338	2.3383e-05
-1827.4	-0.00038229	0.00010048	-0.00038184	0.00017172	-0.00038329	0.00023895	-0.0003836	0.00031817	-0.00023231	2.3826e-05
-1826.5	-0.00039653	9.9915e-05	-0.00039595	0.00017097	-0.00039748	0.0002392	-0.00039779	0.00031661	-0.00024138	2.4209e-05
-1825.6	-0.0004107	9.9443e-05	-0.00041019	0.00017243	-0.00041173	0.00024003	-0.000412	0.00031705	-0.00024998	2.296e-05
-1824.7	-0.00042477	9.8748e-05	-0.00042445	0.00017277	-0.00042598	0.00023969	-0.00042623	0.00031741	-0.00025866	2.3177e-05
-1823.8	-0.00043881	9.8559e-05	-0.00043877	0.00017354	-0.00044025	0.00023993	-0.00044044	0.00031718	-0.0002676	2.3867e-05
-1822.9	-0.00045288	9.8789e-05	-0.000453	0.00017238	-0.00045449	0.00023968	-0.0004547	0.0003181	-0.00027667	2.4202e-05
-1822.0	-0.00046703	9.93e-05	-0.00046718	0.00017184	-0.0004687	0.00023929	-0.00046898	0.00031872	-0.00028564	2.3943e-05
-1821.1	-0.00048119	9.9389e-05	-0.00048134	0.0001716	-0.00048292	0.00023969	-0.00048328	0.00031914	-0.00029454	2.3739e-05
-1820.2	-0.00049536	9.9422e-05	-0.00049552	0.00017174	-0.00049715	0.0002398	-0.00049757	0.00031875	-0.00030381	2.4754e-05
-1819.3	-0.00050949	9.9212e-05	-0.00050966	0.0001714	-0.00051133	0.00023891	-0.00051176	0.00031667	-0.0003128	2.4e-05
-1818.4	-0.00052367	9.9505e-05	-0.00052385	0.00017191	-0.00052557	0.00023999	-0.00052592	0.00031599	-0.00032185	2.4135e-05
-1817.5	-0.00053781	9.9255e-05	-0.00053792	0.00017042	-0.00053974	0.00023896	-0.00054005	0.00031521	-0.00033089	2.4134e-05
-1816.6	-0.00055192	9.9054e-05	-0.000552	0.00017059	-0.00055389	0.0002386	-0.00055418	0.00031528	-0.00033979	2.3756e-05
-1815.7	-0.00056595	9.8429e-05	-0.00056608	0.00017067	-0.00056808	0.00023924	-0.00056833	0.00031579	-0.00034877	2.3977e-05
-1814.8	-0.00057997	9.8388e-05	-0.00058012	0.00017007	-0.0005822	0.00023812	-0.00058248	0.00031571	-0.00035745	2.3166e-05
-1813.9	-0.00059391	9.7848e-05	-0.00059412	0.00016962	-0.0005963	0.00023784	-0.00059662	0.0003154	-0.00036585	2.242e-05
-1813.0	-0.00060783	9.7715e-05	-0.00060811	0.00016946	-0.00061036	0.00023699	-0.00061075	0.00031529	-0.00037404	2.1851e-05
-1812.1	-0.0006218	9.8083e-05	-0.00062209	0.00016939	-0.00062441	0.00023684	-0.00062481	0.00031361	-0.00038239	2.2302e-05
-1811.2	-0.00063581	9.8272e-05	-0.00063604	0.00016912	-0.00063844	0.00023644	-0.00063883	0.00031286	-0.00039036	2.1277e-05
-1810.3	-0.00064987	9.8697e-05	-0.00064993	0.00016819	-0.00065241	0.0002357	-0.00065286	0.00031312	-0.0003982	2.0923e-05
-1809.4	-0.00066384	9.8054e-05	-0.00066383	0.00016851	-0.00066642	0.00023617	-0.00066688	0.00031275	-0.00040667	2.2603e-05
-1808.5	-0.00067782	9.817e-05	-0.00067773	0.00016836	-0.00068039	0.00023554	-0.00068085	0.00031173	-0.00041511	2.2521e-05
-1807.6	-0.0006917	9.7377e-05	-0.00069167	0.00016893	-0.00069442	0.00023672	-0.00069479	0.00031102	-0.0004237	2.2917e-05
-1806.7	-0.0007056	9.7568e-05	-0.00070565	0.0001694	-0.00070847	0.00023673	-0.00070872	0.0003108	-0.00043244	2.334e-05
-1805.8	-0.00071949	9.7487e-05	-0.00071962	0.00016922	-0.00072249	0.00023626	-0.00072266	0.0003111	-0.00044099	2.281e-05
-1804.9	-0.00073339	9.7537e-05	-0.00073368	0.00017038	-0.00073655	0.00023663	-0.00073664	0.00031181	-0.00044928	2.2135e-05
-1804.0	-0.00074729	9.7577e-05	-0.0007476	0.0001686	-0.00075049	0.00023468	-0.0007506	0.00031169	-0.00045748	2.1874e-05
-1803.1	-0.00076121	9.7708e-05	-0.00076145	0.00016778	-0.00076433	0.00023301	-0.0007645	0.0003101	-0.00046597	2.266e-05
-1802.2	-0.0007751	9.7492e-05	-0.0007751	0.00016547	-0.00077804	0.00023108	-0.00077835	0.00030899	-0.00047417	2.1889e-05
-1801.3	-0.00078893	9.7046e-05	-0.00078881	0.00016606	-0.00079181	0.00023194	-0.00079211	0.00030707	-0.00048287	2.3233e-05
-1800.4	-0.00080258	9.5857e-05	-0.00080252	0.00016607	-0.00080553	0.00023115	-0.00080585	0.00030638	-0.00049209	2.4615e-05
-1799.5	-0.00081612	9.503e-05	-0.00081637	0.00016783	-0.00081933	0.0002319	-0.00081956	0.00030592	-0.00050135	2.4706e-05
-1798.6	-0.00082972	9.542e-05	-0.0008302	0.00016755	-0.00083313	0.00023224	-0.00083324	0.00030543	-0.00051013	2.3441e-05
-1797.7	-0.00084336	9.572e-05	-0.00084387	0.00016573	-0.00084686	0.00023123	-0.00084688	0.00030419	-0.0005187	2.2863e-05
-1796.8	-0.000857	9.5767e-05	-0.00085747	0.00016475	-0.00086053	0.00023047	-0.00086052	0.00030433	-0.00052713	2.2515e-05
-1795.9	-0.00087058	9.5323e-05	-0.00087092	0.00016298	-0.00087414	0.00022991	-0.00087416	0.00030447	-0.00053517	2.1442e-05
-1795.0	-0.00088412	9.5042e-05	-0.00088435	0.00016271	-0.00088772	0.0002294	-0.00088782	0.00030469	-0.00054351	2.227e-05
-1794.1	-0.00089757	9.4418e-05	-0.00089787	0.00016376	-0.00090133	0.00022946	-0.00090141	0.00030337	-0.0005523	2.3469e-05
-1793.2	-0.00091105	9.4591e-05	-0.0009114	0.00016394	-0.00091491	0.0002289	-0.00091498	0.00030277	-0.00056115	2.3617e-05
-1792.3	-0.00092448	9.4278e-05	-0.00092493	0.00016397	-0.00092849	0.00022884	-0.00092855	0.00030276	-0.00056977	2.3011e-05
-1791.4	-0.00093788	9.4001e-05	-0.00093837	0.00016283	-0.00094199	0.00022756	-0.00094214	0.00030312	-0.00057818	2.2437e-05
-1790.5	-0.0009513	9.419e-05	-0.00095181	0.00016286	-0.00095546	0.00022683	-0.00095573	0.00030317	-0.00058675	2.2885e-05
-1789.6	-0.00096472	9.4218e-05	-0.00096517	0.00016185	-0.00096889	0.00022629	-0.00096926	0.00030187	-0.00059549	2.3327e-05
-1788.8	-0.00097807	9.3718e-05	-0.00097854	0.00016196	-0.00098231	0.00022626	-0.00098269	0.00029967	-0.00060383	2.2259e-05
-1787.9	-0.00099138	9.3426e-05	-0.00099195	0.00016244	-0.00099573	0.0002259	-0.00099608	0.00029877	-0.00061176	2.1155e-05
-1787.0	-0.0010047	9.3221e-05	-0.0010053	0.00016175	-0.0010091	0.00022532	-0.0010094	0.00029639	-0.00061896	1.9211e-05
-1786.1	-0.001018	9.3504e-05	-0.0010186	0.00016128	-0.0010225	0.00022492	-0.0010226	0.00029649	-0.00062629	1.9569e-05
-1785.2	-0.0010313	9.3101e-05	-0.0010319	0.00016052	-0.0010357	0.00022329	-0.0010359	0.00029507	-0.0006338	2.0047e-05
-1784.3	-0.0010445	9.2793e-05	-0.0010451	0.00016008	-0.001049	0.00022339	-0.0010491	0.00029511	-0.00064168	2.1046e-05
-1783.4	-0.0010577	9.258e-05	-0.0010582	0.00015912	-0.0010621	0.00022183	-0.0010623	0.00029457	-0.00065001	2.2215e-05
-1782.5	-0.0010708	9.2259e-05	-0.0010714	0.00015955	-0.0010753	0.00022136	-0.0010755	0.00029374	-0.00065821	2.1905e-05
-1781.6	-0.0010839	9.2022e-05	-0.0010845	0.00015896	-0.0010884	0.00022021	-0.0010885	0.00029169	-0.00066622	2.1356e-05
-1780.7	-0.001097	9.2066e-05	-0.0010975	0.00015768	-0.0011014	0.00021916	-0.0011016	0.00029087	-0.00067434	2.1688e-05
-1779.8	-0.0011101	9.1673e-05	-0.0011104	0.00015675	-0.0011144	0.00021808	-0.0011146	0.00028955	-0.00068243	2.1591e-05
-1778.9	-0.0011231	9.0984e-05	-0.0011233	0.00015589	-0.0011272	0.00021682	-0.0011275	0.00028834	-0.00069063	2.1876e-05
-1778.0	-0.0011358	8.9763e-05	-0.0011361	0.00015457	-0.0011401	0.00021584	-0.0011403	0.00028617	-0.00069879	2.1795e-05
-1777.1	-0.0011486	8.964e-05	-0.0011489	0.00015522	-0.0011529	0.00021683	-0.0011531	0.00028649	-0.00070705	2.2035e-05
-1776.2	-0.0011613	8.8919e-05	-0.0011617	0.00015488	-0.0011657	0.0002162	-0.0011659	0.00028366	-0.00071522	2.1805e-05
-1775.3	-0.001174	8.9107e-05	-0.0011744	0.00015461	-0.0011786	0.00021574	-0.0011785	0.00028256	-0.00072281	2.0271e-05
-1774.4	-0.0011867	8.9324e-05	-0.0011871	0.0001538	-0.0011913	0.00021543	-0.0011912	0.00028292	-0.0007302	1.9723e-05
-1773.5	-0.0011994	8.909e-05	-0.0011997	0.00015284	-0.0012041	0.0002147	-0.0012038	0.00028222	-0.00073746	1.9375e-05
-1772.6	-0.001212	8.8626e-05	-0.0012122	0.00015136	-0.0012167	0.00021268	-0.0012165	0.00028155	-0.00074481	1.9609e-05
-1771.7	-0.0012245	8.763e-05	-0.0012246	0.00015054	-0.0012292	0.00021168	-0.001229	0.0002806	-0.00075282	2.1374e-05
-1770.8	-0.001237	8.7386e-05	-0.0012371	0.00015067	-0.0012417	0.00021146	-0.0012415	0.00027898	-0.00076103	2.1932e-05
-1769.9	-0.0012493	8.6581e-05	-0.0012495	0.00015105	-0.0012542	0.00021062	-0.001254	0.00027787	-0.00076924	2.1892e-05
-1769.0	-0.0012617	8.7231e-05	-0.001262	0.00015055	-0.0012667	0.00020945	-0.0012664	0.00027696	-0.00077741	2.1811e-05
-1768.1	-0.0012742	8.7338e-05	-0.0012743	0.00014991	-0.0012791	0.00020884	-0.0012788	0.00027651	-0.00078519	2.0771e-05
-1767.2	-0.0012866	8.6988e-05	-0.0012866	0.000149	-0.0012914	0.00020791	-0.0012912	0.00027579	-0.00079271	2.0078e-05
-1766.3	-0.001299	8.7035e-05	-0.0012988	0.00014751	-0.0013036	0.00020597	-0.0013035	0.00027459	-0.0008002	1.9989e-05
-1765.4	-0.0013112	8.5688e-05	-0.001311	0.00014713	-0.0013158	0.00020526	-0.0013157	0.00027254	-0.0008076	1.9746e-05
-1764.5	-0.0013233	8.5037e-05	-0.0013231	0.00014698	-0.001328	0.00020547	-0.0013278	0.00027076	-0.00081486	1.9372e-05
-1763.6	-0.0013354	8.4705e-05	-0.0013353	0.00014733	-0.0013402	0.00020451	-0.0013399	0.00027013	-0.00082209	1.9293e-05
-1762.7	-0.0013474	8.4339e-05	-0.0013474	0.0001468	-0.0013522	0.00020319	-0.001352	0.00026872	-0.00082933	1.9347e-05
-1761.8	-0.0013595	8.5012e-05	-0.0013594	0.00014592	-0.0013643	0.00020262	-0.001364	0.00026747	-0.00083646	1.9011e-05
-1760.9	-0.0013715	8.4525e-05	-0.0013714	0.00014516	-0.0013763	0.00020176	-0.0013759	0.00026569	-0.00084336	1.8417e-05
-1760.0	-0.0013836	8.4418e-05	-0.0013833	0.00014447	-0.0013882	0.00020098	-0.0013878	0.00026553	-0.0008501	1.7995e-05
-1759.1	-0.0013954	8.3361e-05	-0.0013952	0.000144	-0.0014001	0.00020059	-0.0013997	0.0002656	-0.00085727	1.9128e-05
-1758.2	-0.0014072	8.281e-05	-0.0014071	0.00014406	-0.001412	0.00020048	-0.0014115	0.00026474	-0.00086447	1.9218e-05
-1757.3	-0.0014189	8.2105e-05	-0.001419	0.00014416	-0.0014239	0.00019963	-0.0014234	0.00026413	-0.00087178	1.9513e-05
-1756.4	-0.0014305	8.1336e-05	-0.0014308	0.00014305	-0.0014357	0.00019891	-0.0014351	0.00026196	-0.0008789	1.9011e-05
-1755.5	-0.0014421	8.0993e-05	-0.0014425	0.00014178	-0.0014474	0.00019749	-0.0014468	0.00026008	-0.00088607	1.9127e-05
-1754.6	-0.0014536	8.0768e-05	-0.001454	0.00013914	-0.001459	0.00019488	-0.0014583	0.00025765	-0.00089339	1.9559e-05
-1753.7	-0.001465	8.0423e-05	-0.0014654	0.00013811	-0.0014705	0.00019375	-0.0014698	0.00025615	-0.00090099	2.0277e-05
-1752.8	-0.0014764	8.0059e-05	-0.0014767	0.00013774	-0.0014819	0.00019333	-0.0014812	0.00025428	-0.00090811	1.8994e-05
-1751.9	-0.0014877	7.9369e-05	-0.0014882	0.00013829	-0.0014934	0.00019278	-0.0014925	0.00025196	-0.00091485	1.7996e-05
-1751.0	-0.001499	7.8879e-05	-0.0014995	0.00013729	-0.0015047	0.00019085	-0.0015037	0.00025131	-0.00092137	1.7402e-05
-1750.1	-0.0015102	7.8769e-05	-0.0015108	0.00013663	-0.001516	0.00019013	-0.001515	0.00025062	-0.00092819	1.8197e-05
-1749.2	-0.0015213	7.8002e-05	-0.001522	0.00013548	-0.0015272	0.00018911	-0.0015262	0.00025075	-0.00093516	1.8603e-05
-1748.3	-0.0015324	7.7928e-05	-0.001533	0.00013438	-0.0015383	0.00018731	-0.0015374	0.00024937	-0.00094244	1.9447e-05
-1747.4	-0.0015434	7.7211e-05	-0.001544	0.00013236	-0.0015493	0.00018481	-0.0015485	0.00024679	-0.00094943	1.8645e-05
-1746.5	-0.0015544	7.7029e-05	-0.0015549	0.00013287	-0.0015603	0.00018548	-0.0015594	0.00024438	-0.00095627	1.8251e-05
-1745.6	-0.0015653	7.6496e-05	-0.0015659	0.00013236	-0.0015713	0.00018462	-0.0015704	0.0002444	-0.00096271	1.7191e-05
-1744.7	-0.0015761	7.5885e-05	-0.0015767	0.00013185	-0.0015822	0.00018306	-0.0015812	0.00024236	-0.00096901	1.6818e-05
-1743.8	-0.001587	7.6407e-05	-0.0015876	0.00013164	-0.001593	0.00018269	-0.0015921	0.00024195	-0.00097547	1.7243e-05
-1742.9	-0.0015978	7.5841e-05	-0.0015984	0.0001307	-0.0016038	0.00018239	-0.0016029	0.00024092	-0.00098187	1.7086e-05
-1742.0	-0.0016086	7.6123e-05	-0.0016091	0.00013035	-0.0016146	0.0001811	-0.0016135	0.00023792	-0.00098854	1.7808e-05
-1741.1	-0.0016194	7.5329e-05	-0.0016198	0.00012861	-0.0016252	0.00017857	-0.0016241	0.00023624	-0.00099502	1.7298e-05
-1740.2	-0.0016301	7.5271e-05	-0.0016304	0.00012872	-0.0016358	0.00017902	-0.0016346	0.00023455	-0.0010015	1.7295e-05
-1739.3	-0.0016408	7.4747e-05	-0.0016409	0.00012709	-0.0016464	0.00017704	-0.0016451	0.00023338	-0.0010077	1.6468e-05
-1738.4	-0.0016514	7.4508e-05	-0.0016513	0.00012587	-0.0016568	0.00017538	-0.0016555	0.00023158	-0.0010142	1.7341e-05
-1737.5	-0.0016619	7.3775e-05	-0.0016616	0.00012502	-0.0016671	0.00017351	-0.0016658	0.00023032	-0.0010206	1.7224e-05
-1736.6	-0.0016724	7.37e-05	-0.0016718	0.00012427	-0.0016773	0.00017279	-0.001676	0.00022868	-0.0010267	1.627e-05
-1735.7	-0.0016828	7.3027e-05	-0.0016821	0.00012396	-0.0016876	0.0001726	-0.0016862	0.00022698	-0.0010326	1.5828e-05
-1734.8	-0.001693	7.1684e-05	-0.0016924	0.00012468	-0.0016979	0.00017255	-0.0016963	0.00022492	-0.0010386	1.5939e-05
-1733.9	-0.001703	7.055e-05	-0.0017027	0.00012495	-0.0017081	0.00017325	-0.0017063	0.00022405	-0.0010446	1.5978e-05
-1733.0	-0.0017131	7.0369e-05	-0.0017129	0.00012357	-0.0017183	0.00017153	-0.0017163	0.00022316	-0.0010507	1.6215e-05
-1732.1	-0.0017231	7.0578e-05	-0.001723	0.00012251	-0.0017284	0.00017001	-0.0017263	0.0002225	-0.0010566	1.5896e-05
-1731.3	-0.0017331	7.0178e-05	-0.0017329	0.00011956	-0.0017384	0.0001678	-0.0017362	0.00022084	-0.0010628	1.6471e-05
-1730.4	-0.001743	6.9532e-05	-0.0017427	0.00011918	-0.0017483	0.00016726	-0.001746	0.00021857	-0.0010692	1.7037e-05
-1729.5	-0.0017528	6.8785e-05	-0.0017524	0.00011767	-0.0017581	0.00016532	-0.0017557	0.00021666	-0.001075	1.5422e-05
-1728.6	-0.0017625	6.7734e-05	-0.0017621	0.00011785	-0.0017679	0.00016501	-0.0017653	0.00021469	-0.0010807	1.5424e-05
-1727.7	-0.001772	6.7131e-05	-0.0017717	0.00011615	-0.0017775	0.00016302	-0.0017749	0.00021304	-0.0010867	1.5788e-05
-1726.8	-0.0017815	6.6318e-05	-0.0017813	0.00011582	-0.0017871	0.00016119	-0.0017844	0.00021261	-0.0010928	1.6331e-05
-1725.9	-0.0017909	6.5735e-05	-0.0017908	0.00011495	-0.0017966	0.00015956	-0.0017939	0.00021211	-0.001099	1.6596e-05
-1725.0	-0.0018003	6.6044e-05	-0.0018003	0.00011519	-0.0018061	0.00016003	-0.0018034	0.00021102	-0.001105	1.6038e-05
-1724.1	-0.0018096	6.55e-05	-0.0018097	0.00011416	-0.0018155	0.00015839	-0.0018128	0.00020989	-0.0011107	1.5283e-05
-1723.2	-0.0018189	6.5351e-05	-0.0018191	0.0001137	-0.0018249	0.00015729	-0.0018221	0.00020725	-0.0011161	1.4379e-05
-1722.3	-0.0018281	6.449e-05	-0.0018283	0.00011225	-0.0018342	0.00015625	-0.0018312	0.00020411	-0.0011215	1.4403e-05
-1721.4	-0.0018373	6.4799e-05	-0.0018376	0.00011204	-0.0018434	0.00015597	-0.0018404	0.00020473	-0.0011269	1.4415e-05
-1720.5	-0.0018465	6.425e-05	-0.0018468	0.00011131	-0.0018526	0.00015455	-0.0018495	0.0002025	-0.0011328	1.5722e-05
-1719.6	-0.0018555	6.3124e-05	-0.0018558	0.00010983	-0.0018617	0.00015235	-0.0018584	0.0001994	-0.0011387	1.5665e-05
-1718.7	-0.0018645	6.3373e-05	-0.0018648	0.00010897	-0.0018707	0.00015198	-0.0018673	0.00019905	-0.0011442	1.4636e-05
-1717.8	-0.0018735	6.2865e-05	-0.0018738	0.00010874	-0.0018796	0.0001507	-0.0018761	0.00019657	-0.0011491	1.3298e-05
-1716.9	-0.0018823	6.1919e-05	-0.0018826	0.00010714	-0.0018884	0.00014757	-0.0018849	0.0001945	-0.0011535	1.1732e-05
-1716.0	-0.0018911	6.1465e-05	-0.0018915	0.00010689	-0.0018972	0.00014702	-0.0018936	0.00019412	-0.0011581	1.2182e-05
-1715.1	-0.0018997	6.0837e-05	-0.0019001	0.00010437	-0.0019057	0.00014392	-0.0019022	0.00019336	-0.0011626	1.2107e-05
-1714.2	-0.0019083	6.0192e-05	-0.0019086	0.00010328	-0.0019142	0.00014195	-0.0019108	0.00019184	-0.0011671	1.188e-05
-1713.3	-0.0019168	5.9967e-05	-0.0019171	0.00010233	-0.0019226	0.00014081	-0.0019193	0.00019028	-0.0011714	1.1577e-05
-1712.4	-0.0019253	5.9619e-05	-0.0019254	0.0001014	-0.0019309	0.00014087	-0.0019277	0.00018748	-0.0011756	1.1157e-05
-1711.5	-0.0019338	5.9098e-05	-0.0019337	0.00010082	-0.0019393	0.00014009	-0.001936	0.00018504	-0.0011799	1.1516e-05
-1710.6	-0.0019421	5.8914e-05	-0.001942	0.0001001	-0.0019476	0.0001401	-0.0019443	0.00018382	-0.0011847	1.2789e-05
-1709.7	-0.0019505	5.8422e-05	-0.0019503	9.9991e-05	-0.0019559	0.00013928	-0.0019524	0.00018232	-0.0011895	1.2712e-05
-1708.8	-0.0019588	5.8329e-05	-0.0019584	9.8708e-05	-0.0019641	0.00013841	-0.0019606	0.00018196	-0.0011949	1.4431e-05
-1707.9	-0.001967	5.786e-05	-0.0019665	9.8448e-05	-0.0019722	0.00013787	-0.0019687	0.00018047	-0.0012	1.3593e-05
-1707.0	-0.0019752	5.7039e-05	-0.0019745	9.6411e-05	-0.0019803	0.00013613	-0.0019767	0.0001782	-0.0012047	1.2632e-05
-1706.1	-0.0019831	5.5711e-05	-0.0019824	9.5676e-05	-0.0019883	0.00013578	-0.0019845	0.00017553	-0.0012096	1.3142e-05
-1705.2	-0.0019909	5.4721e-05	-0.0019902	9.4606e-05	-0.0019962	0.00013374	-0.0019923	0.00017402	-0.0012144	1.2686e-05
-1704.3	-0.0019986	5.421e-05	-0.001998	9.4579e-05	-0.0020041	0.00013279	-0.0020001	0.00017201	-0.001219	1.2334e-05
-1703.4	-0.0020063	5.3848e-05	-0.0020057	9.3243e-05	-0.0020119	0.00013117	-0.0020077	0.00017021	-0.0012236	1.2267e-05
-1702.5	-0.002014	5.4011e-05	-0.0020133	9.2449e-05	-0.0020195	0.00012932	-0.0020153	0.0001694	-0.0012284	1.2876e-05
-1701.6	-0.0020216	5.3687e-05	-0.002021	9.2452e-05	-0.0020272	0.00012812	-0.0020228	0.00016689	-0.0012332	1.2744e-05
-1700.7	-0.0020293	5.3785e-05	-0.0020285	9.1802e-05	-0.0020347	0.00012684	-0.0020302	0.00016514	-0.0012383	1.3585e-05
-1699.8	-0.0020368	5.2522e-05	-0.0020361	9.1356e-05	-0.0020422	0.00012613	-0.0020375	0.0001629	-0.0012431	1.2818e-05
-1698.9	-0.0020442	5.2133e-05	-0.0020436	9.0989e-05	-0.0020497	0.0001254	-0.0020447	0.00016075	-0.0012478	1.2472e-05
-1698.0	-0.0020516	5.1748e-05	-0.0020509	8.8682e-05	-0.002057	0.00012268	-0.0020518	0.00015998	-0.001252	1.1225e-05
-1697.1	-0.002059	5.1825e-05	-0.0020582	8.7958e-05	-0.0020642	0.00012194	-0.002059	0.00015954	-0.001256	1.0668e-05
-1696.2	-0.0020662	5.0786e-05	-0.0020654	8.7122e-05	-0.0020714	0.00012061	-0.0020661	0.00015824	-0.0012608	1.2817e-05
-1695.3	-0.0020733	4.9947e-05	-0.0020724	8.5994e-05	-0.0020784	0.00011837	-0.0020731	0.0001561	-0.0012654	1.248e-05
-1694.4	-0.0020803	4.893e-05	-0.0020794	8.441e-05	-0.0020854	0.00011681	-0.00208	0.0001542	-0.0012702	1.2805e-05
-1693.5	-0.0020872	4.855e-05	-0.0020864	8.4048e-05	-0.0020923	0.00011633	-0.0020868	0.00015239	-0.0012749	1.2359e-05
-1692.6	-0.002094	4.7815e-05	-0.0020932	8.27e-05	-0.0020991	0.00011386	-0.0020936	0.00015056	-0.0012793	1.1916e-05
-1691.7	-0.0021008	4.735e-05	-0.0021	8.2201e-05	-0.0021058	0.0001127	-0.0021002	0.00014926	-0.0012831	1.0037e-05
-1690.8	-0.0021075	4.7397e-05	-0.0021066	8.0595e-05	-0.0021124	0.00011121	-0.0021069	0.00014822	-0.0012871	1.0709e-05
-1689.9	-0.0021142	4.6988e-05	-0.0021132	8.0029e-05	-0.002119	0.00011056	-0.0021134	0.00014595	-0.001291	1.0374e-05
-1689.0	-0.0021209	4.6879e-05	-0.0021197	7.8671e-05	-0.0021255	0.00010865	-0.0021199	0.00014416	-0.001295	1.0778e-05
-1688.1	-0.0021274	4.6054e-05	-0.0021261	7.7417e-05	-0.0021318	0.00010684	-0.0021263	0.00014216	-0.001299	1.0658e-05
-1687.2	-0.0021338	4.4649e-05	-0.0021325	7.717e-05	-0.0021382	0.00010713	-0.0021325	0.00013946	-0.0013028	1.006e-05
-1686.3	-0.00214	4.3414e-05	-0.0021388	7.724e-05	-0.0021445	0.00010643	-0.0021387	0.00013857	-0.0013063	9.3959e-06
-1685.4	-0.0021461	4.2808e-05	-0.0021452	7.7278e-05	-0.0021509	0.00010665	-0.0021449	0.00013769	-0.0013095	8.388e-06
