z	10 mm Bz	10 mm Br	28 mm Bz	28 mm Br	48 mm Bz	48 mm Br	68 mm Bz	68 mm Br	88 mm Bz	88 mm Br
-755.55	0.057493	-0.0019507	0.057412	-0.0033555	0.057324	-0.0046438	0.057048	-0.0061237	0.036695	-0.00046527
-754.65	0.057771	-0.0019524	0.05769	-0.0033582	0.057601	-0.004648	0.057323	-0.0061278	0.036872	-0.00047211
-753.75	0.058051	-0.0019679	0.057969	-0.0033843	0.057879	-0.004684	0.0576	-0.0061725	0.03705	-0.00047573
-752.85	0.058334	-0.0019806	0.05825	-0.0034065	0.05816	-0.0047139	0.057878	-0.0062114	0.037228	-0.00047377
-751.95	0.058616	-0.0019861	0.058532	-0.0034164	0.058441	-0.0047271	0.058157	-0.0062266	0.037407	-0.00047894
-751.05	0.058902	-0.002002	0.058816	-0.0034435	0.058724	-0.0047646	0.058438	-0.0062775	0.037587	-0.00047989
-750.16	0.059188	-0.0020105	0.059102	-0.0034579	0.059009	-0.0047846	0.058721	-0.0063037	0.037769	-0.00048442
-749.26	0.059476	-0.0020214	0.059388	-0.0034756	0.059295	-0.0048094	0.059005	-0.006338	0.037951	-0.00048558
-748.36	0.059767	-0.0020432	0.059678	-0.0035138	0.059584	-0.0048619	0.059292	-0.0064056	0.038134	-0.00048986
-747.46	0.060058	-0.0020431	0.059968	-0.0035132	0.059873	-0.0048613	0.059579	-0.006406	0.038319	-0.00049232
-746.56	0.060353	-0.0020676	0.060262	-0.0035564	0.060165	-0.0049206	0.05987	-0.0064848	0.038504	-0.00049473
-745.66	0.060648	-0.0020713	0.060556	-0.003562	0.060458	-0.0049279	0.060161	-0.006492	0.038692	-0.0005013
-744.77	0.060946	-0.0020902	0.060852	-0.0035933	0.060754	-0.0049713	0.060454	-0.0065502	0.038879	-0.00049972
-743.87	0.061245	-0.002101	0.061151	-0.0036124	0.061051	-0.0049977	0.060749	-0.0065839	0.039069	-0.00050587
-742.97	0.061546	-0.0021131	0.06145	-0.0036323	0.06135	-0.005026	0.061046	-0.0066233	0.039257	-0.00050386
-742.07	0.061849	-0.002126	0.061752	-0.0036547	0.061651	-0.0050575	0.061345	-0.0066634	0.03945	-0.00051316
-741.17	0.062154	-0.0021415	0.062056	-0.0036819	0.061954	-0.0050953	0.061646	-0.006713	0.039641	-0.00050981
-740.27	0.06246	-0.0021452	0.062361	-0.0036909	0.062258	-0.0051067	0.061947	-0.0067269	0.039836	-0.00052133
-739.38	0.06277	-0.0021754	0.06267	-0.0037434	0.062566	-0.0051789	0.062253	-0.0068206	0.04003	-0.00051898
-738.48	0.063079	-0.002169	0.062978	-0.0037322	0.062873	-0.0051632	0.062558	-0.0068004	0.040227	-0.00052595
-737.58	0.063393	-0.0022035	0.06329	-0.0037903	0.063184	-0.0052425	0.062867	-0.006905	0.040425	-0.00052633
-736.68	0.063706	-0.0021994	0.063603	-0.0037828	0.063496	-0.0052323	0.063176	-0.006891	0.040624	-0.00053151
-735.78	0.064023	-0.0022226	0.063918	-0.0038226	0.06381	-0.0052885	0.063488	-0.0069621	0.040822	-0.00053049
-734.88	0.064341	-0.0022341	0.064235	-0.0038409	0.064126	-0.0053145	0.063802	-0.0069964	0.041026	-0.00054251
-733.98	0.064661	-0.0022419	0.064553	-0.0038531	0.064443	-0.0053312	0.064116	-0.0070207	0.041227	-0.00053687
-733.09	0.064984	-0.0022734	0.064876	-0.0039079	0.064765	-0.0054062	0.064435	-0.0071206	0.041431	-0.00054539
-732.19	0.065307	-0.0022606	0.065197	-0.0038877	0.065084	-0.0053778	0.064753	-0.007082	0.041635	-0.00054438
-731.29	0.065636	-0.0023098	0.065525	-0.0039753	0.065411	-0.0054984	0.065077	-0.0072386	0.041843	-0.00055355
-730.39	0.065963	-0.0022997	0.065851	-0.003959	0.065737	-0.0054759	0.0654	-0.0072062	0.042049	-0.00055067
-729.49	0.066295	-0.0023251	0.066182	-0.0040015	0.066066	-0.0055353	0.065727	-0.007284	0.04226	-0.00056236
-728.59	0.066628	-0.002342	0.066514	-0.0040283	0.066398	-0.005572	0.066055	-0.0073342	0.042469	-0.00055968
-727.7	0.066963	-0.0023478	0.066847	-0.0040383	0.06673	-0.0055865	0.066385	-0.007355	0.04268	-0.00056323
-726.8	0.0673	-0.0023673	0.067183	-0.004071	0.067065	-0.0056318	0.066717	-0.0074166	0.042894	-0.00057027
-725.9	0.067639	-0.0023764	0.067521	-0.0040884	0.067401	-0.0056557	0.067051	-0.0074427	0.043107	-0.0005673
-725.0	0.06798	-0.002397	0.067861	-0.0041238	0.06774	-0.0057051	0.067387	-0.007507	0.043323	-0.00057696
-724.1	0.068323	-0.0024064	0.068203	-0.0041407	0.068081	-0.0057279	0.067725	-0.0075348	0.043539	-0.00057766
-723.2	0.06867	-0.0024353	0.068549	-0.0041894	0.068426	-0.0057955	0.068067	-0.007624	0.043758	-0.00058481
-722.3	0.069016	-0.0024304	0.068894	-0.0041815	0.06877	-0.0057842	0.068408	-0.0076085	0.043978	-0.00058718
-721.41	0.069368	-0.0024659	0.069244	-0.0042423	0.069119	-0.005869	0.068754	-0.0077194	0.044199	-0.00058962
-720.51	0.069719	-0.0024642	0.069594	-0.0042382	0.069467	-0.0058632	0.069099	-0.007713	0.044422	-0.00059537
-719.61	0.070075	-0.0025026	0.069949	-0.0043023	0.069821	-0.0059522	0.069451	-0.0078327	0.044645	-0.00059508
-718.71	0.070431	-0.0024972	0.070303	-0.0042921	0.070175	-0.0059389	0.069801	-0.0078178	0.044871	-0.00060222
-717.81	0.070792	-0.0025359	0.070663	-0.0043583	0.070533	-0.0060308	0.070157	-0.007939	0.045097	-0.00060304
-716.91	0.071154	-0.0025357	0.071023	-0.004359	0.070892	-0.0060313	0.070512	-0.0079383	0.045325	-0.00061066
-716.02	0.071519	-0.0025624	0.071386	-0.0044062	0.071254	-0.0060958	0.070872	-0.0080223	0.045556	-0.00061426
-715.12	0.071885	-0.0025731	0.071752	-0.0044258	0.071618	-0.006123	0.071233	-0.0080536	0.045788	-0.00061939
-714.22	0.072256	-0.0026002	0.072121	-0.0044722	0.071986	-0.0061872	0.071598	-0.0081385	0.046021	-0.00062231
-713.32	0.072627	-0.0026025	0.07249	-0.0044746	0.072355	-0.0061908	0.071963	-0.008144	0.046257	-0.0006298
-712.42	0.073002	-0.0026362	0.072864	-0.0045312	0.072727	-0.0062692	0.072332	-0.0082502	0.046493	-0.00062922
-711.52	0.073378	-0.0026376	0.073238	-0.0045328	0.0731	-0.0062723	0.072702	-0.0082539	0.046732	-0.0006404
-710.63	0.073757	-0.0026641	0.073616	-0.0045784	0.073477	-0.006335	0.073076	-0.0083343	0.046971	-0.0006363
-709.73	0.074139	-0.0026766	0.073996	-0.0046022	0.073856	-0.0063681	0.073451	-0.008374	0.047214	-0.0006478
-708.83	0.074522	-0.0026907	0.074378	-0.0046285	0.074237	-0.0064029	0.073829	-0.0084182	0.047454	-0.00064261
-707.93	0.074911	-0.0027269	0.074765	-0.0046901	0.074622	-0.0064877	0.074211	-0.0085295	0.0477	-0.00065647
-707.03	0.075299	-0.0027257	0.075152	-0.0046852	0.075008	-0.0064805	0.074593	-0.0085258	0.047944	-0.00064998
-706.13	0.075694	-0.0027733	0.075545	-0.004766	0.0754	-0.0065927	0.074982	-0.0086746	0.048194	-0.00066637
-705.23	0.076089	-0.0027693	0.075938	-0.0047593	0.075791	-0.0065831	0.07537	-0.0086633	0.048442	-0.0006628
-704.34	0.076488	-0.0028008	0.076335	-0.0048146	0.076187	-0.0066584	0.075763	-0.0087599	0.048693	-0.0006699
-703.44	0.076887	-0.0028033	0.076733	-0.0048223	0.076584	-0.0066689	0.076155	-0.0087674	0.048945	-0.000674
-702.54	0.077291	-0.0028327	0.077135	-0.0048729	0.076985	-0.0067401	0.076553	-0.0088599	0.049199	-0.00067811
-701.64	0.077696	-0.0028415	0.077539	-0.0048859	0.077387	-0.0067583	0.076951	-0.0088862	0.049456	-0.0006839
-700.74	0.078105	-0.0028717	0.077946	-0.0049392	0.077793	-0.0068303	0.077353	-0.0089822	0.049713	-0.00068788
-699.84	0.078516	-0.0028875	0.078356	-0.0049655	0.078201	-0.006867	0.077758	-0.0090286	0.049973	-0.00069323
-698.95	0.078931	-0.0029121	0.078769	-0.0050081	0.078613	-0.006925	0.078166	-0.0091027	0.050235	-0.00069966
-698.05	0.079347	-0.0029215	0.079184	-0.0050247	0.079026	-0.0069478	0.078575	-0.0091312	0.050498	-0.00070033
-697.15	0.079768	-0.002956	0.079604	-0.0050842	0.079445	-0.0070309	0.078989	-0.0092399	0.050763	-0.00070849
-696.25	0.08019	-0.0029594	0.080024	-0.0050884	0.079863	-0.0070371	0.079404	-0.00925	0.051029	-0.00071021
-695.35	0.080617	-0.0029981	0.080449	-0.0051521	0.080287	-0.0071269	0.079824	-0.0093689	0.051298	-0.00071749
-694.45	0.081046	-0.003007	0.080876	-0.0051682	0.080712	-0.0071485	0.080245	-0.0093973	0.051568	-0.00071945
-693.55	0.081479	-0.0030399	0.081307	-0.0052265	0.081142	-0.0072265	0.080671	-0.009502	0.051841	-0.00073027
-692.66	0.081913	-0.0030468	0.081739	-0.0052403	0.081573	-0.0072454	0.081098	-0.0095256	0.052114	-0.00072865
-691.76	0.082353	-0.0030886	0.082178	-0.0053122	0.08201	-0.0073456	0.081531	-0.009655	0.052392	-0.00074217
-690.86	0.082793	-0.0030867	0.082616	-0.0053078	0.082446	-0.0073409	0.081963	-0.0096503	0.05267	-0.00074073
-689.96	0.083239	-0.0031352	0.083061	-0.0053919	0.08289	-0.0074565	0.082402	-0.0098017	0.052951	-0.00075107
-689.06	0.083686	-0.0031333	0.083506	-0.0053868	0.083333	-0.0074484	0.082841	-0.0097894	0.053232	-0.00075071
-688.16	0.084138	-0.0031743	0.083956	-0.0054563	0.083781	-0.0075442	0.083285	-0.0099146	0.053518	-0.00076345
-687.27	0.084591	-0.0031819	0.084407	-0.0054686	0.084231	-0.0075612	0.083731	-0.009936	0.053803	-0.00075886
-686.37	0.08505	-0.0032168	0.084864	-0.0055303	0.084686	-0.0076463	0.084181	-0.010045	0.054094	-0.00077653
-685.47	0.085509	-0.0032236	0.085321	-0.0055425	0.085142	-0.0076628	0.084632	-0.010066	0.054382	-0.00076889
-684.57	0.085973	-0.0032535	0.085783	-0.0055956	0.085602	-0.0077365	0.085087	-0.010161	0.054675	-0.00078348
-683.67	0.086441	-0.0032855	0.086249	-0.005649	0.086066	-0.007812	0.085547	-0.01026	0.054969	-0.00078279
-682.77	0.08691	-0.0032931	0.086717	-0.0056618	0.086532	-0.0078298	0.086008	-0.010284	0.055266	-0.00079459
-681.88	0.087388	-0.0033591	0.087193	-0.005777	0.087007	-0.0079867	0.086478	-0.010493	0.055564	-0.00079443
-680.98	0.087864	-0.0033399	0.087667	-0.0057429	0.087479	-0.0079386	0.086946	-0.010431	0.055866	-0.00080726
-680.08	0.088349	-0.0034044	0.08815	-0.0058524	0.087961	-0.00809	0.087422	-0.010631	0.056169	-0.00080855
-679.18	0.088832	-0.003389	0.088631	-0.0058227	0.088439	-0.0080488	0.087896	-0.010578	0.056475	-0.00081573
-678.28	0.089323	-0.0034468	0.08912	-0.00592	0.088926	-0.0081819	0.088378	-0.010751	0.056782	-0.00081834
-677.38	0.089813	-0.0034399	0.089607	-0.0059082	0.089412	-0.0081649	0.088859	-0.010729	0.057091	-0.00082635
-676.48	0.090311	-0.0034921	0.090102	-0.006	0.089905	-0.0082907	0.089347	-0.010892	0.057403	-0.00083162
-675.59	0.090808	-0.0034917	0.090598	-0.0060008	0.090398	-0.008292	0.089835	-0.010892	0.057717	-0.00083986
-674.69	0.091313	-0.0035405	0.0911	-0.0060868	0.090898	-0.0084102	0.090331	-0.011047	0.058034	-0.00084446
-673.79	0.091818	-0.0035473	0.091603	-0.0061	0.0914	-0.0084288	0.090827	-0.011068	0.058354	-0.00085613
-672.89	0.092331	-0.0035955	0.092114	-0.0061826	0.091908	-0.0085427	0.091329	-0.011218	0.058674	-0.00085202
-671.99	0.092844	-0.0036031	0.092625	-0.0061951	0.092417	-0.0085601	0.091833	-0.01124	0.059001	-0.00087361
-671.09	0.093364	-0.0036485	0.093143	-0.0062706	0.092932	-0.0086643	0.092343	-0.011378	0.059324	-0.00086301
-670.2	0.093885	-0.0036623	0.093662	-0.0062923	0.09345	-0.0086947	0.092855	-0.011419	0.059657	-0.00088661
-669.3	0.094412	-0.0036959	0.094186	-0.0063516	0.093972	-0.0087759	0.093371	-0.011523	0.059985	-0.00087605
-668.4	0.094942	-0.0037196	0.094714	-0.0063915	0.094497	-0.0088312	0.093891	-0.011594	0.060321	-0.00089828
-667.5	0.095477	-0.0037539	0.095246	-0.0064496	0.095027	-0.0089118	0.094415	-0.0117	0.060654	-0.00088702
-666.6	0.096015	-0.0037795	0.095782	-0.0064927	0.095561	-0.0089712	0.094943	-0.011778	0.060997	-0.0009157
-665.7	0.096557	-0.0038033	0.096321	-0.0065346	0.096098	-0.0090286	0.095474	-0.01185	0.061335	-0.0009018
-664.8	0.097106	-0.003851	0.096867	-0.0066166	0.096642	-0.0091407	0.096012	-0.012	0.061681	-0.00092586
-663.91	0.097655	-0.003856	0.097414	-0.0066237	0.097186	-0.0091496	0.096551	-0.012014	0.062027	-0.00092259
-663.01	0.098211	-0.0039011	0.097967	-0.0067021	0.097737	-0.0092578	0.097095	-0.012157	0.062378	-0.00093752
-662.11	0.09877	-0.0039233	0.098524	-0.0067414	0.098291	-0.0093121	0.097643	-0.012227	0.062728	-0.00093308
-661.21	0.099332	-0.0039456	0.099083	-0.0067808	0.098848	-0.0093672	0.098195	-0.012298	0.063086	-0.00095632
-660.31	0.0999	-0.0039825	0.099648	-0.0068429	0.09941	-0.0094539	0.098751	-0.012411	0.063439	-0.00094211
-659.41	0.10047	-0.0040197	0.10022	-0.0069048	0.099978	-0.0095395	0.099312	-0.012522	0.063802	-0.00096828
-658.52	0.10105	-0.0040482	0.10079	-0.006952	0.10055	-0.0096034	0.099877	-0.012606	0.064162	-0.00096188
-657.62	0.10163	-0.0040839	0.10137	-0.0070124	0.10113	-0.0096857	0.10045	-0.012715	0.06453	-0.00098043
-656.72	0.10222	-0.004135	0.10196	-0.0071031	0.10171	-0.00981	0.10102	-0.012875	0.064895	-0.00097575
-655.82	0.10281	-0.0041208	0.10254	-0.0070793	0.10229	-0.0097759	0.1016	-0.012829	0.065268	-0.00099492
-654.92	0.10341	-0.0042128	0.10314	-0.0072382	0.10289	-0.0099955	0.10219	-0.013115	0.065639	-0.0009911
-654.02	0.104	-0.0041752	0.10373	-0.0071733	0.10347	-0.0099062	0.10277	-0.012998	0.066015	-0.0010027
-653.13	0.10461	-0.004276	0.10434	-0.007346	0.10408	-0.010146	0.10337	-0.013312	0.066394	-0.0010117
-652.23	0.10521	-0.0042328	0.10494	-0.0072721	0.10468	-0.010043	0.10396	-0.013177	0.066776	-0.0010204
-651.33	0.10583	-0.0043471	0.10555	-0.0074658	0.10529	-0.01031	0.10456	-0.013529	0.067161	-0.0010262
-650.43	0.10645	-0.0043088	0.10616	-0.007399	0.1059	-0.010219	0.10516	-0.013409	0.067553	-0.001046
-649.53	0.10708	-0.004404	0.10679	-0.0075657	0.10652	-0.010449	0.10578	-0.013706	0.067944	-0.001044
-648.63	0.1077	-0.0043975	0.10741	-0.0075538	0.10714	-0.010432	0.10639	-0.013684	0.068341	-0.0010599
-647.73	0.10834	-0.004458	0.10804	-0.0076574	0.10777	-0.010574	0.10701	-0.013871	0.068741	-0.0010671
-646.84	0.10897	-0.0044717	0.10868	-0.0076797	0.1084	-0.010604	0.10764	-0.01391	0.069142	-0.0010696
-645.94	0.10962	-0.0045283	0.10932	-0.0077777	0.10904	-0.010739	0.10827	-0.014086	0.069545	-0.0010778
-645.04	0.11027	-0.0045411	0.10996	-0.0077998	0.10968	-0.010771	0.1089	-0.014128	0.069951	-0.0010837
-644.14	0.11092	-0.0046074	0.11062	-0.0079118	0.11033	-0.010925	0.10954	-0.014331	0.070362	-0.0010951
-643.24	0.11158	-0.0046204	0.11127	-0.0079347	0.11098	-0.010956	0.11019	-0.01437	0.070775	-0.0011043
-642.34	0.11225	-0.0046702	0.11193	-0.0080217	0.11164	-0.011076	0.11084	-0.014525	0.071192	-0.001113
-641.45	0.11292	-0.0047057	0.1126	-0.0080854	0.1123	-0.011163	0.11149	-0.014639	0.071616	-0.0011292
-640.55	0.11359	-0.004746	0.11327	-0.0081518	0.11297	-0.011255	0.11216	-0.014763	0.072038	-0.0011265
-639.65	0.11428	-0.0047904	0.11395	-0.0082262	0.11365	-0.011359	0.11282	-0.014901	0.072469	-0.0011512
-638.75	0.11496	-0.0048146	0.11463	-0.0082676	0.11433	-0.011416	0.11349	-0.014971	0.072898	-0.0011454
-637.85	0.11565	-0.0048649	0.11532	-0.0083546	0.11501	-0.011536	0.11417	-0.015125	0.073336	-0.0011679
-636.95	0.11635	-0.0049007	0.11602	-0.0084149	0.11571	-0.011619	0.11486	-0.015232	0.073773	-0.0011683
-636.05	0.11705	-0.0049192	0.11672	-0.0084469	0.1164	-0.011662	0.11554	-0.015286	0.074215	-0.0011788
-635.16	0.11777	-0.0050123	0.11743	-0.0086084	0.11711	-0.011885	0.11624	-0.015577	0.074661	-0.0011898
-634.26	0.11848	-0.0049751	0.11813	-0.0085443	0.11781	-0.011794	0.11693	-0.015459	0.075108	-0.0011943
-633.36	0.11921	-0.0051268	0.11886	-0.0088052	0.11853	-0.012153	0.11765	-0.01593	0.075563	-0.0012147
-632.46	0.11993	-0.0050567	0.11957	-0.0086825	0.11924	-0.011984	0.11835	-0.015709	0.076017	-0.001212
-631.56	0.12067	-0.0052154	0.12031	-0.0089532	0.11998	-0.012357	0.11908	-0.0162	0.07648	-0.0012338
-630.66	0.1214	-0.0051461	0.12104	-0.0088346	0.12071	-0.012193	0.11979	-0.015984	0.076941	-0.0012326
-629.77	0.12216	-0.0052775	0.12179	-0.009058	0.12145	-0.012502	0.12053	-0.016391	0.07741	-0.0012511
-628.87	0.1229	-0.0052532	0.12253	-0.0090163	0.12219	-0.012446	0.12126	-0.016314	0.077881	-0.0012565
-627.97	0.12366	-0.0053375	0.12329	-0.0091607	0.12294	-0.012646	0.122	-0.016575	0.078357	-0.0012718
-627.07	0.12443	-0.0053574	0.12405	-0.0091938	0.1237	-0.012691	0.12275	-0.016633	0.078837	-0.0012804
-626.17	0.1252	-0.0054278	0.12482	-0.009316	0.12446	-0.012859	0.1235	-0.016852	0.079323	-0.0012967
-625.27	0.12598	-0.0054489	0.12559	-0.0093544	0.12523	-0.012911	0.12426	-0.016917	0.079811	-0.0013019
-624.38	0.12676	-0.0055209	0.12637	-0.0094781	0.12601	-0.01308	0.12503	-0.017137	0.080304	-0.0013175
-623.48	0.12756	-0.0055509	0.12716	-0.0095295	0.12679	-0.013151	0.1258	-0.017228	0.080802	-0.0013277
-622.58	0.12835	-0.0056033	0.12795	-0.0096182	0.12758	-0.013274	0.12658	-0.017389	0.081304	-0.0013398
-621.68	0.12916	-0.0056394	0.12875	-0.0096791	0.12838	-0.013358	0.12736	-0.017499	0.081806	-0.0013398
-620.78	0.12997	-0.0056991	0.12956	-0.0097831	0.12918	-0.013502	0.12816	-0.017686	0.082318	-0.0013674
-619.88	0.13079	-0.0057448	0.13037	-0.0098606	0.12999	-0.013608	0.12895	-0.017828	0.08283	-0.0013659
-618.98	0.13161	-0.0057703	0.13119	-0.0099047	0.1308	-0.013669	0.12976	-0.017906	0.083347	-0.0013812
-618.09	0.13245	-0.0058723	0.13202	-0.01008	0.13163	-0.013911	0.13057	-0.018222	0.083871	-0.0013977
-617.19	0.13328	-0.0058752	0.13286	-0.010084	0.13246	-0.013914	0.13139	-0.018227	0.084398	-0.0014062
-616.29	0.13414	-0.0059871	0.1337	-0.010273	0.1333	-0.014176	0.13222	-0.018569	0.084933	-0.0014282
-615.39	0.13499	-0.0059749	0.13455	-0.010253	0.13414	-0.014146	0.13305	-0.01853	0.085469	-0.0014308
-614.49	0.13586	-0.0061012	0.13541	-0.010472	0.135	-0.014447	0.1339	-0.01892	0.086013	-0.0014525
-613.59	0.13672	-0.0060542	0.13627	-0.01039	0.13586	-0.014333	0.13474	-0.01877	0.086557	-0.0014522
-612.7	0.13761	-0.0062278	0.13715	-0.010688	0.13673	-0.014744	0.13561	-0.019307	0.087111	-0.0014774
-611.8	0.13848	-0.006146	0.13802	-0.010549	0.1376	-0.014552	0.13646	-0.019051	0.087665	-0.0014782
-610.9	0.13938	-0.0063139	0.13892	-0.010837	0.13849	-0.014949	0.13734	-0.019569	0.088226	-0.0014992
-610.0	0.14028	-0.0062784	0.13981	-0.010776	0.13937	-0.014864	0.13821	-0.019457	0.088791	-0.0015067
-609.1	0.14119	-0.0064148	0.14072	-0.011007	0.14028	-0.015184	0.1391	-0.019876	0.089362	-0.0015252
-608.2	0.14211	-0.0064354	0.14163	-0.011041	0.14118	-0.015229	0.14	-0.019937	0.089938	-0.0015366
-607.3	0.14304	-0.0065193	0.14255	-0.011183	0.1421	-0.015426	0.1409	-0.020195	0.090522	-0.0015582
-606.41	0.14397	-0.0065687	0.14348	-0.011271	0.14303	-0.015545	0.14181	-0.020346	0.091105	-0.0015557
-605.51	0.14491	-0.0066135	0.14442	-0.011347	0.14396	-0.015649	0.14273	-0.020481	0.091701	-0.0015909
-604.61	0.14587	-0.0066863	0.14536	-0.011474	0.1449	-0.015822	0.14366	-0.020706	0.092295	-0.0015854
-603.71	0.14683	-0.0067407	0.14632	-0.011567	0.14585	-0.015951	0.14459	-0.020872	0.092902	-0.0016202
-602.81	0.14779	-0.0067769	0.14728	-0.011628	0.1468	-0.016033	0.14553	-0.020978	0.093505	-0.0016096
-601.91	0.14878	-0.006897	0.14825	-0.011831	0.14777	-0.016314	0.14649	-0.021346	0.094123	-0.0016507
-601.02	0.14976	-0.0068792	0.14923	-0.011801	0.14874	-0.016272	0.14744	-0.021288	0.094739	-0.0016425
-600.12	0.15076	-0.0070365	0.15023	-0.012071	0.14973	-0.016644	0.14842	-0.021773	0.095365	-0.0016733
-599.22	0.15176	-0.0070003	0.15122	-0.012008	0.15072	-0.016557	0.14939	-0.021656	0.095993	-0.0016744
-598.32	0.15278	-0.0071545	0.15223	-0.012272	0.15173	-0.01692	0.15038	-0.022131	0.096632	-0.0017072
-597.42	0.15379	-0.0071427	0.15324	-0.01225	0.15273	-0.016889	0.15137	-0.022092	0.097269	-0.0016998
-596.52	0.15483	-0.007271	0.15427	-0.01247	0.15375	-0.017191	0.15238	-0.022486	0.097919	-0.0017337
-595.63	0.15587	-0.0072746	0.1553	-0.012477	0.15478	-0.017201	0.15339	-0.022499	0.098571	-0.0017415
-594.73	0.15692	-0.007413	0.15635	-0.012713	0.15582	-0.017526	0.15442	-0.022923	0.099232	-0.0017631
-593.83	0.15798	-0.0074219	0.1574	-0.012729	0.15686	-0.017547	0.15545	-0.022948	0.099898	-0.0017772
-592.93	0.15906	-0.0075544	0.15847	-0.012953	0.15793	-0.017854	0.15649	-0.02335	0.10057	-0.0018068
-592.03	0.16013	-0.0075631	0.15954	-0.012968	0.15899	-0.017874	0.15754	-0.023371	0.10125	-0.0018044
-591.13	0.16123	-0.0077119	0.16063	-0.013223	0.16008	-0.018226	0.15861	-0.023829	0.10194	-0.0018446
-590.23	0.16232	-0.0076651	0.16171	-0.013146	0.16115	-0.018117	0.15967	-0.023684	0.10263	-0.0018351
-589.34	0.16345	-0.0078879	0.16283	-0.013526	0.16226	-0.01864	0.16076	-0.024369	0.10333	-0.0018691
-588.44	0.16456	-0.0078044	0.16394	-0.013383	0.16336	-0.018443	0.16184	-0.024107	0.10403	-0.0018733
-587.54	0.1657	-0.0079964	0.16507	-0.013713	0.16449	-0.018898	0.16295	-0.0247	0.10474	-0.0018963
-586.64	0.16684	-0.0079898	0.1662	-0.0137	0.16561	-0.018879	0.16405	-0.024676	0.10546	-0.0019031
-585.74	0.16799	-0.0080936	0.16734	-0.013878	0.16675	-0.019124	0.16517	-0.024993	0.10618	-0.0019281
-584.84	0.16916	-0.0082244	0.16851	-0.014102	0.16791	-0.01943	0.16631	-0.025392	0.10691	-0.0019576
-583.95	0.17033	-0.0082173	0.16967	-0.014089	0.16906	-0.019412	0.16745	-0.025366	0.10765	-0.0019639
-583.05	0.17153	-0.0083988	0.17086	-0.014397	0.17024	-0.019836	0.16861	-0.025921	0.10839	-0.0019956
-582.15	0.17272	-0.0083881	0.17205	-0.014381	0.17142	-0.019812	0.16977	-0.025885	0.10915	-0.0020171
-581.25	0.17394	-0.0085437	0.17325	-0.014646	0.17262	-0.020176	0.17095	-0.026362	0.10991	-0.0020204
-580.35	0.17516	-0.0085477	0.17446	-0.014654	0.17382	-0.020188	0.17213	-0.026374	0.11068	-0.0020613
-579.45	0.1764	-0.0086859	0.17569	-0.014891	0.17504	-0.020514	0.17334	-0.026801	0.11145	-0.0020529
-578.55	0.17764	-0.0087303	0.17693	-0.014969	0.17627	-0.02062	0.17454	-0.026936	0.11224	-0.0021
-577.66	0.1789	-0.0088553	0.17818	-0.015179	0.17752	-0.020909	0.17577	-0.027314	0.11302	-0.002091
-576.76	0.18017	-0.0088938	0.17944	-0.015246	0.17877	-0.021	0.177	-0.027428	0.11382	-0.0021497
-575.86	0.18146	-0.0090285	0.18072	-0.015476	0.18004	-0.021316	0.17824	-0.027838	0.11462	-0.0021284
-574.96	0.18275	-0.0090722	0.182	-0.015549	0.18131	-0.021417	0.1795	-0.027968	0.11544	-0.0021827
-574.06	0.18406	-0.0091945	0.1833	-0.01576	0.1826	-0.021705	0.18077	-0.028345	0.11626	-0.002182
-573.16	0.18538	-0.009252	0.18461	-0.015856	0.1839	-0.021838	0.18205	-0.028519	0.11709	-0.0022119
-572.27	0.18671	-0.0093908	0.18594	-0.016093	0.18522	-0.022164	0.18334	-0.028939	0.11792	-0.002231
-571.37	0.18806	-0.0094526	0.18727	-0.016198	0.18655	-0.022308	0.18465	-0.029124	0.11877	-0.002258
-570.47	0.18942	-0.0095495	0.18862	-0.016363	0.18789	-0.022534	0.18597	-0.029414	0.11962	-0.0022669
-569.57	0.1908	-0.0096991	0.19	-0.016618	0.18925	-0.022886	0.18731	-0.029871	0.12048	-0.0023098
-568.67	0.19219	-0.0096965	0.19137	-0.016614	0.19062	-0.02288	0.18864	-0.02986	0.12135	-0.0023134
-567.77	0.1936	-0.0099447	0.19277	-0.017042	0.19201	-0.023467	0.19002	-0.030624	0.12223	-0.0023578
-566.88	0.19501	-0.0098884	0.19417	-0.016943	0.1934	-0.023329	0.19138	-0.030445	0.12312	-0.0023666
-565.98	0.19646	-0.010149	0.19561	-0.017389	0.19483	-0.023943	0.19278	-0.031244	0.12402	-0.0024133
-565.08	0.1979	-0.010094	0.19703	-0.017292	0.19624	-0.023808	0.19417	-0.031067	0.12493	-0.0024165
-564.18	0.19937	-0.010316	0.19849	-0.01767	0.19769	-0.024328	0.1956	-0.031744	0.12585	-0.0024555
-563.28	0.20084	-0.010341	0.19996	-0.017712	0.19914	-0.024384	0.19702	-0.031816	0.12678	-0.0024749
-562.38	0.20233	-0.01046	0.20143	-0.017916	0.20061	-0.024665	0.19846	-0.032177	0.12771	-0.0024891
-561.48	0.20384	-0.01058	0.20293	-0.018122	0.2021	-0.024946	0.19992	-0.03254	0.12866	-0.0025288
-560.59	0.20536	-0.010693	0.20444	-0.018319	0.2036	-0.025215	0.2014	-0.032889	0.12961	-0.0025378
-559.69	0.2069	-0.0108	0.20597	-0.018502	0.20512	-0.025466	0.20288	-0.033211	0.13057	-0.0025834
-558.79	0.20845	-0.010921	0.20751	-0.018707	0.20665	-0.025747	0.20439	-0.033576	0.13155	-0.0025964
