7.8999e-05,0.00022517,0.00038775,0.00053855,0.00071799,6.8334e-05,0.00018713,0.00031723,0.00044164,0.00058961,5.8461e-05,0.00014836,0.00025701,0.00035788,0.00047891,3.7396e-05,9.7783e-05,0.00017109,0.00023804,0.00031374,2.2375e-05,6.1238e-05,0.00010635,0.00014798,0.00019558,1.5457e-05,3.6591e-05,6.2883e-05,8.8678e-05,0.0001166
7.9182e-05,0.00022394,0.0003918,0.00054224,0.00071853,6.6341e-05,0.00018591,0.00032086,0.00044398,0.00059311,5.8117e-05,0.00014824,0.0002573,0.00035783,0.00047842,3.8358e-05,9.7488e-05,0.00017108,0.00023826,0.00031305,2.2533e-05,6.1213e-05,0.00010527,0.00014714,0.0001961,1.4568e-05,3.6418e-05,6.2907e-05,8.7506e-05,0.00011728
8.1203e-05,0.00022528,0.00038694,0.00053681,0.00071319,5.9271e-05,0.00018695,0.00031985,0.00044264,0.00059097,5.6533e-05,0.00014858,0.00025731,0.00035789,0.00047694,3.8837e-05,9.7653e-05,0.00017054,0.00023748,0.00031328,2.2504e-05,6.0779e-05,0.00010625,0.00014767,0.00019563,1.4723e-05,3.63e-05,6.3218e-05,8.7083e-05,0.00011779
8.273e-05,0.00022611,0.00039488,0.00054296,0.0007159,5.414e-05,0.00018718,0.00032046,0.00044184,0.00059032,5.5588e-05,0.00014852,0.00025705,0.00035778,0.00047697,3.6472e-05,9.8086e-05,0.00017107,0.0002378,0.00031409,2.3486e-05,6.1504e-05,0.0001082,0.00014885,0.00019605,1.4441e-05,3.6168e-05,6.3496e-05,8.7177e-05,0.00011748
8.0829e-05,0.00022686,0.00039205,0.00053927,0.00071687,4.9304e-05,0.00018994,0.00031991,0.00044308,0.00059192,5.4971e-05,0.0001491,0.00025664,0.00035811,0.00047702,3.5319e-05,9.8433e-05,0.00016988,0.00023736,0.00031402,2.3456e-05,6.2197e-05,0.00010773,0.00014821,0.00019733,1.3619e-05,3.617e-05,6.3232e-05,8.7895e-05,0.00011675
8.5375e-05,0.00022678,0.00038614,0.00053431,0.00071625,5.1198e-05,0.00019109,0.00031809,0.00044228,0.00059321,5.4521e-05,0.0001498,0.00025674,0.00035841,0.00047816,3.58e-05,9.9576e-05,0.00016868,0.00023723,0.0003148,2.2798e-05,6.201e-05,0.00010704,0.00014821,0.00019789,1.3058e-05,3.6352e-05,6.2841e-05,8.764e-05,0.00011732
8.6638e-05,0.00022457,0.00039401,0.00054365,0.00071832,5.8305e-05,0.00019031,0.00031924,0.00044438,0.00059147,5.4274e-05,0.00015014,0.00025661,0.00035851,0.00047985,3.5771e-05,9.9838e-05,0.00016799,0.00023592,0.00031433,2.2054e-05,6.1674e-05,0.00010728,0.00014981,0.00019787,1.2766e-05,3.6348e-05,6.2664e-05,8.7066e-05,0.00011746
8.2116e-05,0.00022316,0.00039734,0.0005473,0.00072419,6.3353e-05,0.00019007,0.00032231,0.00044883,0.00059725,5.513e-05,0.00015012,0.00025749,0.00035937,0.00048122,3.6138e-05,9.9617e-05,0.0001691,0.00023716,0.00031562,2.2726e-05,6.091e-05,0.00010789,0.00014948,0.00019684,1.2605e-05,3.6536e-05,6.3022e-05,8.8011e-05,0.00011674
8.321e-05,0.00022395,0.00039689,0.00054825,0.00072826,6.6159e-05,0.00018993,0.00032352,0.00045059,0.00059461,5.5577e-05,0.00014895,0.00025789,0.00035963,0.0004813,3.5616e-05,9.9715e-05,0.00016938,0.00023657,0.00031832,2.3531e-05,6.0153e-05,0.00010849,0.00014984,0.00019507,1.3362e-05,3.6732e-05,6.3502e-05,8.8644e-05,0.00011756
8.1011e-05,0.00022524,0.00039394,0.00054803,0.00072865,6.5903e-05,0.00018974,0.00032428,0.00045219,0.00060153,5.5988e-05,0.00014869,0.00025829,0.00035976,0.00048114,3.6377e-05,9.935e-05,0.00017022,0.00023782,0.00031901,2.4224e-05,6.0568e-05,0.00010753,0.00014937,0.00019615,1.3827e-05,3.664e-05,6.4162e-05,8.9483e-05,0.00011708
8.1142e-05,0.00022538,0.00039471,0.00055007,0.00072838,6.6934e-05,0.00018947,0.00032362,0.00045043,0.00059846,5.624e-05,0.00014846,0.00025795,0.00035966,0.00048107,3.6577e-05,9.865e-05,0.00017101,0.00023901,0.00031909,2.435e-05,6.1029e-05,0.00010674,0.00014937,0.00019684,1.4588e-05,3.6409e-05,6.3898e-05,8.959e-05,0.00011721
8.2185e-05,0.0002259,0.00039008,0.0005442,0.00072982,6.8088e-05,0.00018833,0.00032563,0.00045151,0.00060196,5.7396e-05,0.00014847,0.0002575,0.00035919,0.00047787,3.6627e-05,9.8949e-05,0.00017222,0.00023999,0.00031905,2.4165e-05,6.1675e-05,0.00010538,0.0001484,0.00019796,1.4771e-05,3.6752e-05,6.4168e-05,9.0366e-05,0.00011728
8.534e-05,0.00022704,0.00039048,0.0005454,0.00072907,6.6087e-05,0.00018842,0.00032279,0.00044923,0.00060006,5.7643e-05,0.00014872,0.00025786,0.00035997,0.00047814,3.5972e-05,9.87e-05,0.00017217,0.00023983,0.00031826,2.3851e-05,6.1819e-05,0.0001059,0.00014875,0.00019846,1.4663e-05,3.6767e-05,6.4109e-05,8.8996e-05,0.00011713
8.3558e-05,0.00022803,0.00038926,0.00054353,0.00072535,6.5888e-05,0.00019028,0.00032424,0.00045045,0.00059784,5.7565e-05,0.00014892,0.00025764,0.00035976,0.00047733,3.5017e-05,9.9359e-05,0.00017233,0.00024041,0.00031789,2.2924e-05,6.1703e-05,0.00010492,0.00014875,0.00019864,1.3633e-05,3.676e-05,6.403e-05,8.8556e-05,0.00011658
